"","name","position","team","season","stat_type","stats"
"216","Aaron Jones","RB","GB",2020,"rushing_first_downs",52
"217","Aaron Jones","RB","GB",2020,"rushing_2pt_conversions",0
"218","Aaron Jones","RB","GB",2020,"receptions",47
"219","Aaron Jones","RB","GB",2020,"targets",63
"220","Aaron Jones","RB","GB",2020,"receiving_yards",355
"221","Aaron Jones","RB","GB",2020,"receiving_tds",2
"222","Aaron Jones","RB","GB",2020,"receiving_fumbles",1
"223","Aaron Jones","RB","GB",2020,"receiving_fumbles_lost",0
"224","Aaron Jones","RB","GB",2020,"receiving_air_yards",77
"225","Aaron Jones","RB","GB",2020,"receiving_yards_after_catch",365
"226","Aaron Jones","RB","GB",2020,"receiving_first_downs",15
"227","Aaron Jones","RB","GB",2020,"receiving_2pt_conversions",0
"228","Aaron Jones","RB","GB",2020,"target_share",2.0685868
"229","Aaron Jones","RB","GB",2020,"air_yards_share",0.20078187
"230","Aaron Jones","RB","GB",2020,"fantasy_points",211.9
"231","Aaron Jones","RB","GB",2020,"fantasy_points_ppr",258.9
"232","Aaron Jones","RB","GB",2020,"total_yards",1459
"233","Aaron Jones","RB","GB",2020,"games",14
"234","Aaron Jones","RB","GB",2020,"touches",248
"235","Aaron Jones","RB","GB",2020,"rush_td_percentage",0.045
"236","Aaron Jones","RB","GB",2020,"rec_td_percentage",0.043
"237","Aaron Jones","RB","GB",2020,"total_tds",11
"238","Aaron Jones","RB","GB",2020,"td_percentage",0.044
"239","Aaron Jones","RB","GB",2020,"pass_ypg",0
"240","Aaron Jones","RB","GB",2020,"rush_ypg",78.85714286
"241","Aaron Jones","RB","GB",2020,"rec_ypg",25.35714286
"242","Aaron Jones","RB","GB",2020,"ppg",15.13571385
"243","Aaron Jones","RB","GB",2020,"ppr_ppg",18.49285671
"244","Aaron Jones","RB","GB",2020,"ypg",0
"245","Aaron Jones","RB","GB",2020,"pr",33.87
"246","Aaron Jones","RB","GB",2021,"carries",171
"247","Aaron Jones","RB","GB",2021,"rushing_yards",799
"248","Aaron Jones","RB","GB",2021,"rushing_tds",4
"249","Aaron Jones","RB","GB",2021,"rushing_fumbles",1
"250","Aaron Jones","RB","GB",2021,"rushing_fumbles_lost",1
"251","Aaron Jones","RB","GB",2021,"rushing_first_downs",37
"252","Aaron Jones","RB","GB",2021,"rushing_2pt_conversions",0
"253","Aaron Jones","RB","GB",2021,"receptions",52
"254","Aaron Jones","RB","GB",2021,"targets",65
"255","Aaron Jones","RB","GB",2021,"receiving_yards",391
"256","Aaron Jones","RB","GB",2021,"receiving_tds",6
"257","Aaron Jones","RB","GB",2021,"receiving_fumbles",1
"258","Aaron Jones","RB","GB",2021,"receiving_fumbles_lost",0
"259","Aaron Jones","RB","GB",2021,"receiving_air_yards",56
"260","Aaron Jones","RB","GB",2021,"receiving_yards_after_catch",412
"261","Aaron Jones","RB","GB",2021,"receiving_first_downs",22
"262","Aaron Jones","RB","GB",2021,"receiving_2pt_conversions",0
"263","Aaron Jones","RB","GB",2021,"target_share",1.982522
"264","Aaron Jones","RB","GB",2021,"air_yards_share",0.3264764
"265","Aaron Jones","RB","GB",2021,"fantasy_points",177
"266","Aaron Jones","RB","GB",2021,"fantasy_points_ppr",229
"267","Aaron Jones","RB","GB",2021,"total_yards",1190
"268","Aaron Jones","RB","GB",2021,"games",15
"269","Aaron Jones","RB","GB",2021,"touches",223
"270","Aaron Jones","RB","GB",2021,"rush_td_percentage",0.023
"271","Aaron Jones","RB","GB",2021,"rec_td_percentage",0.115
"272","Aaron Jones","RB","GB",2021,"total_tds",10
"273","Aaron Jones","RB","GB",2021,"td_percentage",0.045
"274","Aaron Jones","RB","GB",2021,"pass_ypg",0
"275","Aaron Jones","RB","GB",2021,"rush_ypg",53.26666667
"276","Aaron Jones","RB","GB",2021,"rec_ypg",26.06666667
"277","Aaron Jones","RB","GB",2021,"ppg",11.8
"278","Aaron Jones","RB","GB",2021,"ppr_ppg",15.26666667
"279","Aaron Jones","RB","GB",2021,"ypg",0
"280","Aaron Jones","RB","GB",2021,"pr",33.87
"281","Aaron Jones","RB","GB",2022,"carries",213
"282","Aaron Jones","RB","GB",2022,"rushing_yards",1121
